"","steps","date","interval","day","dayType"
"2347",0,"2012-10-09",330,"terça","weekday"
"2348",0,"2012-10-09",335,"terça","weekday"
"2349",0,"2012-10-09",340,"terça","weekday"
"2350",0,"2012-10-09",345,"terça","weekday"
"2351",0,"2012-10-09",350,"terça","weekday"
"2352",0,"2012-10-09",355,"terça","weekday"
"2353",0,"2012-10-09",400,"terça","weekday"
"2354",0,"2012-10-09",405,"terça","weekday"
"2355",57,"2012-10-09",410,"terça","weekday"
"2356",0,"2012-10-09",415,"terça","weekday"
"2357",0,"2012-10-09",420,"terça","weekday"
"2358",0,"2012-10-09",425,"terça","weekday"
"2359",0,"2012-10-09",430,"terça","weekday"
"2360",0,"2012-10-09",435,"terça","weekday"
"2361",0,"2012-10-09",440,"terça","weekday"
"2362",0,"2012-10-09",445,"terça","weekday"
"2363",0,"2012-10-09",450,"terça","weekday"
"2364",0,"2012-10-09",455,"terça","weekday"
"2365",0,"2012-10-09",500,"terça","weekday"
"2366",0,"2012-10-09",505,"terça","weekday"
"2367",0,"2012-10-09",510,"terça","weekday"
"2368",0,"2012-10-09",515,"terça","weekday"
"2369",0,"2012-10-09",520,"terça","weekday"
"2370",0,"2012-10-09",525,"terça","weekday"
"2371",0,"2012-10-09",530,"terça","weekday"
"2372",0,"2012-10-09",535,"terça","weekday"
"2373",0,"2012-10-09",540,"terça","weekday"
"2374",4,"2012-10-09",545,"terça","weekday"
"2375",0,"2012-10-09",550,"terça","weekday"
"2376",0,"2012-10-09",555,"terça","weekday"
"2377",0,"2012-10-09",600,"terça","weekday"
"2378",0,"2012-10-09",605,"terça","weekday"
"2379",0,"2012-10-09",610,"terça","weekday"
"2380",8,"2012-10-09",615,"terça","weekday"
"2381",0,"2012-10-09",620,"terça","weekday"
"2382",13,"2012-10-09",625,"terça","weekday"
"2383",45,"2012-10-09",630,"terça","weekday"
"2384",25,"2012-10-09",635,"terça","weekday"
"2385",28,"2012-10-09",640,"terça","weekday"
"2386",15,"2012-10-09",645,"terça","weekday"
"2387",34,"2012-10-09",650,"terça","weekday"
"2388",63,"2012-10-09",655,"terça","weekday"
"2389",18,"2012-10-09",700,"terça","weekday"
"2390",62,"2012-10-09",705,"terça","weekday"
"2391",22,"2012-10-09",710,"terça","weekday"
"2392",0,"2012-10-09",715,"terça","weekday"
"2393",26,"2012-10-09",720,"terça","weekday"
"2394",19,"2012-10-09",725,"terça","weekday"
"2395",0,"2012-10-09",730,"terça","weekday"
"2396",10,"2012-10-09",735,"terça","weekday"
"2397",22,"2012-10-09",740,"terça","weekday"
"2398",18,"2012-10-09",745,"terça","weekday"
"2399",161,"2012-10-09",750,"terça","weekday"
"2400",146,"2012-10-09",755,"terça","weekday"
"2401",26,"2012-10-09",800,"terça","weekday"
"2402",257,"2012-10-09",805,"terça","weekday"
"2403",748,"2012-10-09",810,"terça","weekday"
"2404",743,"2012-10-09",815,"terça","weekday"
"2405",727,"2012-10-09",820,"terça","weekday"
"2406",393,"2012-10-09",825,"terça","weekday"
"2407",667,"2012-10-09",830,"terça","weekday"
"2408",635,"2012-10-09",835,"terça","weekday"
"2409",732,"2012-10-09",840,"terça","weekday"
"2410",613,"2012-10-09",845,"terça","weekday"
"2411",530,"2012-10-09",850,"terça","weekday"
"2412",655,"2012-10-09",855,"terça","weekday"
"2413",134,"2012-10-09",900,"terça","weekday"
"2414",0,"2012-10-09",905,"terça","weekday"
"2415",0,"2012-10-09",910,"terça","weekday"
"2416",32,"2012-10-09",915,"terça","weekday"
"2417",75,"2012-10-09",920,"terça","weekday"
"2418",182,"2012-10-09",925,"terça","weekday"
"2419",0,"2012-10-09",930,"terça","weekday"
"2420",6,"2012-10-09",935,"terça","weekday"
"2421",0,"2012-10-09",940,"terça","weekday"
"2422",41,"2012-10-09",945,"terça","weekday"
"2423",0,"2012-10-09",950,"terça","weekday"
"2424",0,"2012-10-09",955,"terça","weekday"
"2425",23,"2012-10-09",1000,"terça","weekday"
"2426",0,"2012-10-09",1005,"terça","weekday"
"2427",35,"2012-10-09",1010,"terça","weekday"
"2428",526,"2012-10-09",1015,"terça","weekday"
"2429",0,"2012-10-09",1020,"terça","weekday"
"2430",0,"2012-10-09",1025,"terça","weekday"
"2431",133,"2012-10-09",1030,"terça","weekday"
"2432",45,"2012-10-09",1035,"terça","weekday"
"2433",0,"2012-10-09",1040,"terça","weekday"
"2434",0,"2012-10-09",1045,"terça","weekday"
"2435",0,"2012-10-09",1050,"terça","weekday"
"2436",57,"2012-10-09",1055,"terça","weekday"
"2437",0,"2012-10-09",1100,"terça","weekday"
"2438",0,"2012-10-09",1105,"terça","weekday"
"2439",0,"2012-10-09",1110,"terça","weekday"
"2440",0,"2012-10-09",1115,"terça","weekday"
"2441",0,"2012-10-09",1120,"terça","weekday"
"2442",0,"2012-10-09",1125,"terça","weekday"
"2443",0,"2012-10-09",1130,"terça","weekday"
"2444",0,"2012-10-09",1135,"terça","weekday"
"2445",0,"2012-10-09",1140,"terça","weekday"
"2446",0,"2012-10-09",1145,"terça","weekday"
"2447",0,"2012-10-09",1150,"terça","weekday"
"2448",38,"2012-10-09",1155,"terça","weekday"
"2449",211,"2012-10-09",1200,"terça","weekday"
"2450",279,"2012-10-09",1205,"terça","weekday"
"2451",19,"2012-10-09",1210,"terça","weekday"
"2452",20,"2012-10-09",1215,"terça","weekday"
"2453",19,"2012-10-09",1220,"terça","weekday"
"2454",0,"2012-10-09",1225,"terça","weekday"
"2455",0,"2012-10-09",1230,"terça","weekday"
"2456",0,"2012-10-09",1235,"terça","weekday"
"2457",0,"2012-10-09",1240,"terça","weekday"
"2458",0,"2012-10-09",1245,"terça","weekday"
"2459",0,"2012-10-09",1250,"terça","weekday"
"2460",0,"2012-10-09",1255,"terça","weekday"
"2461",0,"2012-10-09",1300,"terça","weekday"
"2462",0,"2012-10-09",1305,"terça","weekday"
"2463",0,"2012-10-09",1310,"terça","weekday"
"2464",0,"2012-10-09",1315,"terça","weekday"
"2465",0,"2012-10-09",1320,"terça","weekday"
"2466",0,"2012-10-09",1325,"terça","weekday"
"2467",247,"2012-10-09",1330,"terça","weekday"
"2468",196,"2012-10-09",1335,"terça","weekday"
"2469",108,"2012-10-09",1340,"terça","weekday"
"2470",137,"2012-10-09",1345,"terça","weekday"
"2471",0,"2012-10-09",1350,"terça","weekday"
"2472",0,"2012-10-09",1355,"terça","weekday"
"2473",0,"2012-10-09",1400,"terça","weekday"
"2474",10,"2012-10-09",1405,"terça","weekday"
"2475",0,"2012-10-09",1410,"terça","weekday"
"2476",0,"2012-10-09",1415,"terça","weekday"
"2477",0,"2012-10-09",1420,"terça","weekday"
"2478",0,"2012-10-09",1425,"terça","weekday"
"2479",0,"2012-10-09",1430,"terça","weekday"
"2480",0,"2012-10-09",1435,"terça","weekday"
"2481",0,"2012-10-09",1440,"terça","weekday"
"2482",0,"2012-10-09",1445,"terça","weekday"
"2483",0,"2012-10-09",1450,"terça","weekday"
"2484",0,"2012-10-09",1455,"terça","weekday"
"2485",0,"2012-10-09",1500,"terça","weekday"
"2486",0,"2012-10-09",1505,"terça","weekday"
"2487",0,"2012-10-09",1510,"terça","weekday"
"2488",0,"2012-10-09",1515,"terça","weekday"
"2489",0,"2012-10-09",1520,"terça","weekday"
"2490",0,"2012-10-09",1525,"terça","weekday"
"2491",0,"2012-10-09",1530,"terça","weekday"
"2492",0,"2012-10-09",1535,"terça","weekday"
"2493",0,"2012-10-09",1540,"terça","weekday"
"2494",76,"2012-10-09",1545,"terça","weekday"
"2495",0,"2012-10-09",1550,"terça","weekday"
"2496",0,"2012-10-09",1555,"terça","weekday"
"2497",0,"2012-10-09",1600,"terça","weekday"
"2498",61,"2012-10-09",1605,"terça","weekday"
"2499",58,"2012-10-09",1610,"terça","weekday"
"2500",0,"2012-10-09",1615,"terça","weekday"
"2501",0,"2012-10-09",1620,"terça","weekday"
"2502",0,"2012-10-09",1625,"terça","weekday"
"2503",0,"2012-10-09",1630,"terça","weekday"
"2504",0,"2012-10-09",1635,"terça","weekday"
"2505",0,"2012-10-09",1640,"terça","weekday"
"2506",0,"2012-10-09",1645,"terça","weekday"
"2507",43,"2012-10-09",1650,"terça","weekday"
"2508",3,"2012-10-09",1655,"terça","weekday"
"2509",0,"2012-10-09",1700,"terça","weekday"
"2510",7,"2012-10-09",1705,"terça","weekday"
"2511",34,"2012-10-09",1710,"terça","weekday"
"2512",46,"2012-10-09",1715,"terça","weekday"
"2513",336,"2012-10-09",1720,"terça","weekday"
"2514",283,"2012-10-09",1725,"terça","weekday"
"2515",0,"2012-10-09",1730,"terça","weekday"
"2516",7,"2012-10-09",1735,"terça","weekday"
"2517",0,"2012-10-09",1740,"terça","weekday"
"2518",0,"2012-10-09",1745,"terça","weekday"
"2519",0,"2012-10-09",1750,"terça","weekday"
"2520",0,"2012-10-09",1755,"terça","weekday"
"2521",0,"2012-10-09",1800,"terça","weekday"
"2522",0,"2012-10-09",1805,"terça","weekday"
"2523",75,"2012-10-09",1810,"terça","weekday"
"2524",82,"2012-10-09",1815,"terça","weekday"
"2525",0,"2012-10-09",1820,"terça","weekday"
"2526",33,"2012-10-09",1825,"terça","weekday"
"2527",24,"2012-10-09",1830,"terça","weekday"
"2528",61,"2012-10-09",1835,"terça","weekday"
"2529",16,"2012-10-09",1840,"terça","weekday"
"2530",76,"2012-10-09",1845,"terça","weekday"
"2531",33,"2012-10-09",1850,"terça","weekday"
"2532",0,"2012-10-09",1855,"terça","weekday"
"2533",0,"2012-10-09",1900,"terça","weekday"
"2534",57,"2012-10-09",1905,"terça","weekday"
"2535",0,"2012-10-09",1910,"terça","weekday"
"2536",0,"2012-10-09",1915,"terça","weekday"
"2537",0,"2012-10-09",1920,"terça","weekday"
"2538",0,"2012-10-09",1925,"terça","weekday"
"2539",0,"2012-10-09",1930,"terça","weekday"
"2540",0,"2012-10-09",1935,"terça","weekday"
"2541",0,"2012-10-09",1940,"terça","weekday"
"2542",0,"2012-10-09",1945,"terça","weekday"
"2543",0,"2012-10-09",1950,"terça","weekday"
"2544",0,"2012-10-09",1955,"terça","weekday"
"2545",0,"2012-10-09",2000,"terça","weekday"
"2546",0,"2012-10-09",2005,"terça","weekday"
"2547",0,"2012-10-09",2010,"terça","weekday"
"2548",81,"2012-10-09",2015,"terça","weekday"
"2549",48,"2012-10-09",2020,"terça","weekday"
"2550",0,"2012-10-09",2025,"terça","weekday"
"2551",0,"2012-10-09",2030,"terça","weekday"
"2552",0,"2012-10-09",2035,"terça","weekday"
"2553",0,"2012-10-09",2040,"terça","weekday"
"2554",0,"2012-10-09",2045,"terça","weekday"
"2555",0,"2012-10-09",2050,"terça","weekday"
"2556",0,"2012-10-09",2055,"terça","weekday"
"2557",31,"2012-10-09",2100,"terça","weekday"
"2558",15,"2012-10-09",2105,"terça","weekday"
"2559",138,"2012-10-09",2110,"terça","weekday"
"2560",88,"2012-10-09",2115,"terça","weekday"
"2561",0,"2012-10-09",2120,"terça","weekday"
"2562",14,"2012-10-09",2125,"terça","weekday"
"2563",36,"2012-10-09",2130,"terça","weekday"
"2564",102,"2012-10-09",2135,"terça","weekday"
"2565",14,"2012-10-09",2140,"terça","weekday"
"2566",279,"2012-10-09",2145,"terça","weekday"
"2567",153,"2012-10-09",2150,"terça","weekday"
"2568",0,"2012-10-09",2155,"terça","weekday"
"2569",0,"2012-10-09",2200,"terça","weekday"
"2570",109,"2012-10-09",2205,"terça","weekday"
"2571",0,"2012-10-09",2210,"terça","weekday"
"2572",0,"2012-10-09",2215,"terça","weekday"
"2573",0,"2012-10-09",2220,"terça","weekday"
"2574",14,"2012-10-09",2225,"terça","weekday"
"2575",16,"2012-10-09",2230,"terça","weekday"
"2576",0,"2012-10-09",2235,"terça","weekday"
"2577",0,"2012-10-09",2240,"terça","weekday"
"2578",0,"2012-10-09",2245,"terça","weekday"
"2579",0,"2012-10-09",2250,"terça","weekday"
"2580",0,"2012-10-09",2255,"terça","weekday"
"2581",0,"2012-10-09",2300,"terça","weekday"
"2582",0,"2012-10-09",2305,"terça","weekday"
"2583",0,"2012-10-09",2310,"terça","weekday"
"2584",0,"2012-10-09",2315,"terça","weekday"
"2585",0,"2012-10-09",2320,"terça","weekday"
"2586",0,"2012-10-09",2325,"terça","weekday"
"2587",0,"2012-10-09",2330,"terça","weekday"
"2588",0,"2012-10-09",2335,"terça","weekday"
"2589",0,"2012-10-09",2340,"terça","weekday"
"2590",0,"2012-10-09",2345,"terça","weekday"
"2591",0,"2012-10-09",2350,"terça","weekday"
"2592",20,"2012-10-09",2355,"terça","weekday"
"2593",34,"2012-10-10",0,"quarta","weekday"
"2594",18,"2012-10-10",5,"quarta","weekday"
"2595",7,"2012-10-10",10,"quarta","weekday"
"2596",0,"2012-10-10",15,"quarta","weekday"
"2597",0,"2012-10-10",20,"quarta","weekday"
"2598",0,"2012-10-10",25,"quarta","weekday"
"2599",0,"2012-10-10",30,"quarta","weekday"
"2600",0,"2012-10-10",35,"quarta","weekday"
"2601",0,"2012-10-10",40,"quarta","weekday"
"2602",0,"2012-10-10",45,"quarta","weekday"
"2603",0,"2012-10-10",50,"quarta","weekday"
"2604",0,"2012-10-10",55,"quarta","weekday"
"2605",0,"2012-10-10",100,"quarta","weekday"
"2606",0,"2012-10-10",105,"quarta","weekday"
"2607",0,"2012-10-10",110,"quarta","weekday"
"2608",0,"2012-10-10",115,"quarta","weekday"
"2609",0,"2012-10-10",120,"quarta","weekday"
"2610",0,"2012-10-10",125,"quarta","weekday"
"2611",0,"2012-10-10",130,"quarta","weekday"
"2612",0,"2012-10-10",135,"quarta","weekday"
"2613",0,"2012-10-10",140,"quarta","weekday"
"2614",0,"2012-10-10",145,"quarta","weekday"
"2615",0,"2012-10-10",150,"quarta","weekday"
"2616",0,"2012-10-10",155,"quarta","weekday"
"2617",0,"2012-10-10",200,"quarta","weekday"
"2618",0,"2012-10-10",205,"quarta","weekday"
"2619",0,"2012-10-10",210,"quarta","weekday"
"2620",0,"2012-10-10",215,"quarta","weekday"
"2621",0,"2012-10-10",220,"quarta","weekday"
"2622",0,"2012-10-10",225,"quarta","weekday"
"2623",0,"2012-10-10",230,"quarta","weekday"
"2624",0,"2012-10-10",235,"quarta","weekday"
"2625",0,"2012-10-10",240,"quarta","weekday"
"2626",0,"2012-10-10",245,"quarta","weekday"
"2627",0,"2012-10-10",250,"quarta","weekday"
"2628",0,"2012-10-10",255,"quarta","weekday"
"2629",0,"2012-10-10",300,"quarta","weekday"
"2630",0,"2012-10-10",305,"quarta","weekday"
"2631",0,"2012-10-10",310,"quarta","weekday"
"2632",0,"2012-10-10",315,"quarta","weekday"
"2633",0,"2012-10-10",320,"quarta","weekday"
"2634",0,"2012-10-10",325,"quarta","weekday"
"2635",0,"2012-10-10",330,"quarta","weekday"
"2636",0,"2012-10-10",335,"quarta","weekday"
"2637",0,"2012-10-10",340,"quarta","weekday"
"2638",0,"2012-10-10",345,"quarta","weekday"
"2639",0,"2012-10-10",350,"quarta","weekday"
"2640",0,"2012-10-10",355,"quarta","weekday"
"2641",0,"2012-10-10",400,"quarta","weekday"
"2642",0,"2012-10-10",405,"quarta","weekday"
"2643",0,"2012-10-10",410,"quarta","weekday"
"2644",0,"2012-10-10",415,"quarta","weekday"
"2645",0,"2012-10-10",420,"quarta","weekday"
"2646",0,"2012-10-10",425,"quarta","weekday"
"2647",0,"2012-10-10",430,"quarta","weekday"
"2648",0,"2012-10-10",435,"quarta","weekday"
"2649",0,"2012-10-10",440,"quarta","weekday"
"2650",0,"2012-10-10",445,"quarta","weekday"
"2651",0,"2012-10-10",450,"quarta","weekday"
"2652",0,"2012-10-10",455,"quarta","weekday"
"2653",0,"2012-10-10",500,"quarta","weekday"
"2654",34,"2012-10-10",505,"quarta","weekday"
"2655",0,"2012-10-10",510,"quarta","weekday"
"2656",0,"2012-10-10",515,"quarta","weekday"
"2657",0,"2012-10-10",520,"quarta","weekday"
"2658",0,"2012-10-10",525,"quarta","weekday"
"2659",0,"2012-10-10",530,"quarta","weekday"
"2660",0,"2012-10-10",535,"quarta","weekday"
"2661",0,"2012-10-10",540,"quarta","weekday"
"2662",0,"2012-10-10",545,"quarta","weekday"
"2663",0,"2012-10-10",550,"quarta","weekday"
"2664",0,"2012-10-10",555,"quarta","weekday"
"2665",0,"2012-10-10",600,"quarta","weekday"
"2666",7,"2012-10-10",605,"quarta","weekday"
"2667",9,"2012-10-10",610,"quarta","weekday"
"2668",36,"2012-10-10",615,"quarta","weekday"
"2669",0,"2012-10-10",620,"quarta","weekday"
"2670",47,"2012-10-10",625,"quarta","weekday"
"2671",67,"2012-10-10",630,"quarta","weekday"
"2672",0,"2012-10-10",635,"quarta","weekday"
"2673",49,"2012-10-10",640,"quarta","weekday"
"2674",23,"2012-10-10",645,"quarta","weekday"
"2675",15,"2012-10-10",650,"quarta","weekday"
"2676",29,"2012-10-10",655,"quarta","weekday"
"2677",42,"2012-10-10",700,"quarta","weekday"
"2678",49,"2012-10-10",705,"quarta","weekday"
"2679",92,"2012-10-10",710,"quarta","weekday"
"2680",28,"2012-10-10",715,"quarta","weekday"
"2681",33,"2012-10-10",720,"quarta","weekday"
"2682",63,"2012-10-10",725,"quarta","weekday"
"2683",97,"2012-10-10",730,"quarta","weekday"
"2684",90,"2012-10-10",735,"quarta","weekday"
"2685",101,"2012-10-10",740,"quarta","weekday"
"2686",55,"2012-10-10",745,"quarta","weekday"
"2687",75,"2012-10-10",750,"quarta","weekday"
"2688",40,"2012-10-10",755,"quarta","weekday"
"2689",47,"2012-10-10",800,"quarta","weekday"
"2690",22,"2012-10-10",805,"quarta","weekday"
"2691",61,"2012-10-10",810,"quarta","weekday"
"2692",0,"2012-10-10",815,"quarta","weekday"
"2693",0,"2012-10-10",820,"quarta","weekday"
"2694",0,"2012-10-10",825,"quarta","weekday"
"2695",0,"2012-10-10",830,"quarta","weekday"
"2696",0,"2012-10-10",835,"quarta","weekday"
"2697",0,"2012-10-10",840,"quarta","weekday"
"2698",60,"2012-10-10",845,"quarta","weekday"
"2699",54,"2012-10-10",850,"quarta","weekday"
"2700",16,"2012-10-10",855,"quarta","weekday"
"2701",135,"2012-10-10",900,"quarta","weekday"
"2702",61,"2012-10-10",905,"quarta","weekday"
"2703",69,"2012-10-10",910,"quarta","weekday"
"2704",32,"2012-10-10",915,"quarta","weekday"
"2705",0,"2012-10-10",920,"quarta","weekday"
"2706",0,"2012-10-10",925,"quarta","weekday"
"2707",17,"2012-10-10",930,"quarta","weekday"
"2708",0,"2012-10-10",935,"quarta","weekday"
"2709",0,"2012-10-10",940,"quarta","weekday"
"2710",69,"2012-10-10",945,"quarta","weekday"
"2711",0,"2012-10-10",950,"quarta","weekday"
"2712",20,"2012-10-10",955,"quarta","weekday"
"2713",400,"2012-10-10",1000,"quarta","weekday"
"2714",105,"2012-10-10",1005,"quarta","weekday"
"2715",292,"2012-10-10",1010,"quarta","weekday"
"2716",291,"2012-10-10",1015,"quarta","weekday"
"2717",30,"2012-10-10",1020,"quarta","weekday"
"2718",0,"2012-10-10",1025,"quarta","weekday"
"2719",0,"2012-10-10",1030,"quarta","weekday"
"2720",40,"2012-10-10",1035,"quarta","weekday"
"2721",38,"2012-10-10",1040,"quarta","weekday"
"2722",0,"2012-10-10",1045,"quarta","weekday"
"2723",0,"2012-10-10",1050,"quarta","weekday"
"2724",0,"2012-10-10",1055,"quarta","weekday"
"2725",0,"2012-10-10",1100,"quarta","weekday"
"2726",0,"2012-10-10",1105,"quarta","weekday"
"2727",0,"2012-10-10",1110,"quarta","weekday"
"2728",72,"2012-10-10",1115,"quarta","weekday"
"2729",37,"2012-10-10",1120,"quarta","weekday"
"2730",0,"2012-10-10",1125,"quarta","weekday"
"2731",0,"2012-10-10",1130,"quarta","weekday"
"2732",25,"2012-10-10",1135,"quarta","weekday"
"2733",17,"2012-10-10",1140,"quarta","weekday"
"2734",0,"2012-10-10",1145,"quarta","weekday"
"2735",0,"2012-10-10",1150,"quarta","weekday"
"2736",88,"2012-10-10",1155,"quarta","weekday"
"2737",7,"2012-10-10",1200,"quarta","weekday"
"2738",413,"2012-10-10",1205,"quarta","weekday"
"2739",326,"2012-10-10",1210,"quarta","weekday"
"2740",93,"2012-10-10",1215,"quarta","weekday"
"2741",334,"2012-10-10",1220,"quarta","weekday"
"2742",317,"2012-10-10",1225,"quarta","weekday"
"2743",0,"2012-10-10",1230,"quarta","weekday"
"2744",0,"2012-10-10",1235,"quarta","weekday"
"2745",0,"2012-10-10",1240,"quarta","weekday"
"2746",0,"2012-10-10",1245,"quarta","weekday"
"2747",68,"2012-10-10",1250,"quarta","weekday"
"2748",129,"2012-10-10",1255,"quarta","weekday"
"2749",0,"2012-10-10",1300,"quarta","weekday"
"2750",0,"2012-10-10",1305,"quarta","weekday"
"2751",0,"2012-10-10",1310,"quarta","weekday"
"2752",0,"2012-10-10",1315,"quarta","weekday"
"2753",0,"2012-10-10",1320,"quarta","weekday"
"2754",0,"2012-10-10",1325,"quarta","weekday"
"2755",0,"2012-10-10",1330,"quarta","weekday"
"2756",0,"2012-10-10",1335,"quarta","weekday"
"2757",0,"2012-10-10",1340,"quarta","weekday"
"2758",0,"2012-10-10",1345,"quarta","weekday"
"2759",0,"2012-10-10",1350,"quarta","weekday"
"2760",0,"2012-10-10",1355,"quarta","weekday"
"2761",0,"2012-10-10",1400,"quarta","weekday"
"2762",0,"2012-10-10",1405,"quarta","weekday"
"2763",103,"2012-10-10",1410,"quarta","weekday"
"2764",119,"2012-10-10",1415,"quarta","weekday"
"2765",0,"2012-10-10",1420,"quarta","weekday"
"2766",0,"2012-10-10",1425,"quarta","weekday"
"2767",0,"2012-10-10",1430,"quarta","weekday"
"2768",70,"2012-10-10",1435,"quarta","weekday"
"2769",125,"2012-10-10",1440,"quarta","weekday"
"2770",0,"2012-10-10",1445,"quarta","weekday"
"2771",0,"2012-10-10",1450,"quarta","weekday"
"2772",0,"2012-10-10",1455,"quarta","weekday"
"2773",0,"2012-10-10",1500,"quarta","weekday"
"2774",0,"2012-10-10",1505,"quarta","weekday"
"2775",0,"2012-10-10",1510,"quarta","weekday"
"2776",0,"2012-10-10",1515,"quarta","weekday"
"2777",0,"2012-10-10",1520,"quarta","weekday"
"2778",0,"2012-10-10",1525,"quarta","weekday"
"2779",176,"2012-10-10",1530,"quarta","weekday"
"2780",71,"2012-10-10",1535,"quarta","weekday"
"2781",43,"2012-10-10",1540,"quarta","weekday"
"2782",340,"2012-10-10",1545,"quarta","weekday"
"2783",7,"2012-10-10",1550,"quarta","weekday"
"2784",13,"2012-10-10",1555,"quarta","weekday"
"2785",15,"2012-10-10",1600,"quarta","weekday"
"2786",0,"2012-10-10",1605,"quarta","weekday"
"2787",0,"2012-10-10",1610,"quarta","weekday"
"2788",0,"2012-10-10",1615,"quarta","weekday"
"2789",0,"2012-10-10",1620,"quarta","weekday"
"2790",0,"2012-10-10",1625,"quarta","weekday"
"2791",0,"2012-10-10",1630,"quarta","weekday"
"2792",0,"2012-10-10",1635,"quarta","weekday"
"2793",0,"2012-10-10",1640,"quarta","weekday"
"2794",0,"2012-10-10",1645,"quarta","weekday"
"2795",0,"2012-10-10",1650,"quarta","weekday"
"2796",15,"2012-10-10",1655,"quarta","weekday"
"2797",50,"2012-10-10",1700,"quarta","weekday"
"2798",271,"2012-10-10",1705,"quarta","weekday"
"2799",106,"2012-10-10",1710,"quarta","weekday"
"2800",272,"2012-10-10",1715,"quarta","weekday"
"2801",308,"2012-10-10",1720,"quarta","weekday"
"2802",0,"2012-10-10",1725,"quarta","weekday"
"2803",0,"2012-10-10",1730,"quarta","weekday"
"2804",111,"2012-10-10",1735,"quarta","weekday"
"2805",281,"2012-10-10",1740,"quarta","weekday"
"2806",11,"2012-10-10",1745,"quarta","weekday"
"2807",139,"2012-10-10",1750,"quarta","weekday"
"2808",36,"2012-10-10",1755,"quarta","weekday"
"2809",0,"2012-10-10",1800,"quarta","weekday"
"2810",0,"2012-10-10",1805,"quarta","weekday"
"2811",0,"2012-10-10",1810,"quarta","weekday"
"2812",0,"2012-10-10",1815,"quarta","weekday"
"2813",0,"2012-10-10",1820,"quarta","weekday"
"2814",0,"2012-10-10",1825,"quarta","weekday"
"2815",58,"2012-10-10",1830,"quarta","weekday"
"2816",63,"2012-10-10",1835,"quarta","weekday"
"2817",260,"2012-10-10",1840,"quarta","weekday"
"2818",82,"2012-10-10",1845,"quarta","weekday"
"2819",310,"2012-10-10",1850,"quarta","weekday"
"2820",0,"2012-10-10",1855,"quarta","weekday"
"2821",0,"2012-10-10",1900,"quarta","weekday"
"2822",0,"2012-10-10",1905,"quarta","weekday"
"2823",8,"2012-10-10",1910,"quarta","weekday"
"2824",12,"2012-10-10",1915,"quarta","weekday"
"2825",364,"2012-10-10",1920,"quarta","weekday"
"2826",219,"2012-10-10",1925,"quarta","weekday"
"2827",0,"2012-10-10",1930,"quarta","weekday"
"2828",0,"2012-10-10",1935,"quarta","weekday"
"2829",0,"2012-10-10",1940,"quarta","weekday"
"2830",174,"2012-10-10",1945,"quarta","weekday"
"2831",205,"2012-10-10",1950,"quarta","weekday"
"2832",12,"2012-10-10",1955,"quarta","weekday"
"2833",0,"2012-10-10",2000,"quarta","weekday"
"2834",0,"2012-10-10",2005,"quarta","weekday"
"2835",11,"2012-10-10",2010,"quarta","weekday"
"2836",17,"2012-10-10",2015,"quarta","weekday"
"2837",0,"2012-10-10",2020,"quarta","weekday"
"2838",0,"2012-10-10",2025,"quarta","weekday"
"2839",37,"2012-10-10",2030,"quarta","weekday"
"2840",0,"2012-10-10",2035,"quarta","weekday"
"2841",0,"2012-10-10",2040,"quarta","weekday"
"2842",105,"2012-10-10",2045,"quarta","weekday"
"2843",34,"2012-10-10",2050,"quarta","weekday"
"2844",0,"2012-10-10",2055,"quarta","weekday"
"2845",152,"2012-10-10",2100,"quarta","weekday"
"2846",0,"2012-10-10",2105,"quarta","weekday"
"2847",0,"2012-10-10",2110,"quarta","weekday"
"2848",0,"2012-10-10",2115,"quarta","weekday"
"2849",0,"2012-10-10",2120,"quarta","weekday"
"2850",0,"2012-10-10",2125,"quarta","weekday"
"2851",0,"2012-10-10",2130,"quarta","weekday"
"2852",0,"2012-10-10",2135,"quarta","weekday"
"2853",0,"2012-10-10",2140,"quarta","weekday"
"2854",0,"2012-10-10",2145,"quarta","weekday"
"2855",0,"2012-10-10",2150,"quarta","weekday"
"2856",0,"2012-10-10",2155,"quarta","weekday"
"2857",0,"2012-10-10",2200,"quarta","weekday"
"2858",0,"2012-10-10",2205,"quarta","weekday"
"2859",0,"2012-10-10",2210,"quarta","weekday"
"2860",112,"2012-10-10",2215,"quarta","weekday"
"2861",23,"2012-10-10",2220,"quarta","weekday"
"2862",12,"2012-10-10",2225,"quarta","weekday"
"2863",8,"2012-10-10",2230,"quarta","weekday"
"2864",0,"2012-10-10",2235,"quarta","weekday"
"2865",0,"2012-10-10",2240,"quarta","weekday"
"2866",0,"2012-10-10",2245,"quarta","weekday"
"2867",0,"2012-10-10",2250,"quarta","weekday"
"2868",0,"2012-10-10",2255,"quarta","weekday"
"2869",7,"2012-10-10",2300,"quarta","weekday"
"2870",0,"2012-10-10",2305,"quarta","weekday"
"2871",0,"2012-10-10",2310,"quarta","weekday"
"2872",0,"2012-10-10",2315,"quarta","weekday"
"2873",0,"2012-10-10",2320,"quarta","weekday"
"2874",0,"2012-10-10",2325,"quarta","weekday"
"2875",0,"2012-10-10",2330,"quarta","weekday"
"2876",0,"2012-10-10",2335,"quarta","weekday"
"2877",0,"2012-10-10",2340,"quarta","weekday"
"2878",0,"2012-10-10",2345,"quarta","weekday"
"2879",8,"2012-10-10",2350,"quarta","weekday"
"2880",0,"2012-10-10",2355,"quarta","weekday"
